web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,genres,spoken_languages,production_countries
https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,A teenage girl thinks that her dead boyfriend’s spirit is reaching out from the Great Beyond.,The New York Times,"persons: King, Joey;persons: Allen, Kyle (1994- );subject: Movies;persons: Posin, Arie;creative_works: The In Between (Movie);",2022-02-11T08:00:06+0000,285,‘The In Between’ Review: Love Never Dies,,,The In Between,,,,By Lena Wilson,,The In Between,"Romance, Science Fiction, Drama",English,United States of America
https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"Unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its Spanish-language release.",The New York Times,"subject: Movies;persons: Claflin, Sam;persons: Cal y Mayor, Analeine;creative_works: Book of Love (Movie);",2022-02-04T05:01:04+0000,269,‘Book of Love’ Review: Lust (Eventually) in Translation,,,Book of Love,,,,By Natalia Winkelman,,Book of Love,"Comedy, Romance","English, Spanish, Portuguese","Mexico, United Kingdom, United States of America"
https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,Iuli Gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,The New York Times,"subject: Movies;creative_works: The Pink Cloud (Movie);persons: Gerbase, Iuli;",2022-01-13T12:00:05+0000,316,‘The Pink Cloud’ Review: Love in Lockdown,,,The Pink Cloud,,,,By Claire Shaffer,,The Pink Cloud,"Drama, Science Fiction",Portuguese,Brazil
https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"subject: Movies;creative_works: A Journal for Jordan (Movie);persons: Washington, Denzel;persons: Jordan, Michael B;persons: Adams, Chante;subject: Books and Literature;creative_works: A Journal for Jordan: A Story of Love and Honor (Book);persons: Canedy, Dana;subject: Black People;subject: Blacks;",2021-12-23T18:54:12+0000,505,‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,,,Reflections on Love That’s Built and Lost,,,,By Lisa Kennedy,,A Journal for Jordan,"Drama, Romance",English,"Canada, United States of America"
https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"Steven Spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",The New York Times,"subject: Movies;subject: Theater;persons: Alvarez, David (1994- );persons: Bernstein, Leonard;persons: DeBose, Ariana;persons: Kushner, Tony;persons: Laurents, Arthur;persons: Peck, Justin;persons: Robbins, Jerome;persons: Sondheim, Stephen;persons: Spielberg, Steven;persons: Tesori, Jeanine;glocations: New York City;creative_works: West Side Story (2021) (Movie);",2021-12-08T14:55:30+0000,1316,"‘West Side Story’ Review: In Love and War, 1957 Might Be Tonight",Critic’s Pick,,"Meeting a Girl Named Maria, Again",,,,By A.O. Scott,,West Side Story,"Crime, Drama, Romance","Spanish, English",United States of America
https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"When a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",The New York Times,"subject: Movies;creative_works: Love Hard (Movie);persons: Jimenez, Hernan;",2021-11-05T07:01:03+0000,343,"‘Love Hard’ Review: Seeking Connection, Not Perfection",,,Love Hard,,,,By Concepción de León,,Love Hard,"Comedy, Romance",English,United States of America
https://www.nytimes.com/2021/10/14/movies/bergman-island-review.html,"In Mia Hansen-Love’s new film, Vicky Krieps and Tim Roth play filmmakers on the rocks in the Baltic Sea.",The New York Times,"subject: Movies;persons: Bergman, Ingmar;persons: Roth, Tim;persons: Wasikowska, Mia;persons: Hansen-Love, Mia;creative_works: Bergman Island (Movie);persons: Krieps, Vicky;",2021-10-14T16:00:06+0000,888,‘Bergman Island’ Review: Love Among the Cinephiles,critic’s pick,,Scenes From Not Quite a Marriage,,,,By A.O. Scott,,Bergman Island,"Drama, Romance","German, English, Swedish","Belgium, France, Germany, Mexico, Sweden"
https://www.nytimes.com/2021/10/14/movies/hard-luck-love-song-review.html,"Drawn from the plotline of a Todd Snider song, the film follows a pool shark and an escort, taking twists that are both violent and silly.",The New York Times,"subject: Movies;persons: Dorman, Michael (1981- );creative_works: Hard Luck Love Song (Movie);persons: Bush, Sophia (1982- );",2021-10-14T12:27:03+0000,320,‘Hard Luck Love Song’ Review: A Glossy Take on a Gritty Tune,,,Hard Luck Love Song,,,,By Glenn Kenny,,Hard Luck Love Song,"Romance, Music, Drama, Thriller","English, Spanish",United States of America
https://www.nytimes.com/2021/10/07/movies/south-of-heaven-review.html,Jason Sudeikis plays a paroled felon who vows to give his dying lover the best year of her life.,The New York Times,"subject: Movies;persons: Sudeikis, Jason;persons: Lilly, Evangeline (1979- );persons: Keshales, Aharon;creative_works: South of Heaven (Movie);",2021-10-07T17:17:19+0000,323,‘South of Heaven’ Review: Anything for Love,,,South of Heaven,,,,By Amy Nicholson,,South of Heaven,"Crime, Drama, Thriller",English,"United Kingdom, United States of America"
https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,"In this latest work by Kiyoshi Kurosawa, a Japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",The New York Times,"subject: Movies;persons: Kurosawa, Kiyoshi;creative_works: Wife of a Spy (Movie);",2021-09-16T11:00:07+0000,448,‘Wife of a Spy’ Review: Trust or Fear in Love and War?,Critic’s Pick,,Marriage Amid Nationalism,,,,By Glenn Kenny,,Wife of a Spy,"Drama, War, Thriller","English, Japanese",Japan
https://www.nytimes.com/2021/09/02/movies/happier-than-ever-review.html,"In the Disney+ concert film “Happier Than Ever: A Love Letter to Los Angeles,” the pop star Billie Eilish pays tribute to the star-struck hauntedness of that city.",The New York Times,"subject: Documentary Films and Programs;subject: Music;persons: Eilish, Billie;persons: Rodriguez, Robert;creative_works: Happier Than Ever: A Love Letter to Los Angeles (Movie);persons: Osborne, Patrick (Film Director);glocations: Los Angeles (Calif);",2021-09-02T11:00:07+0000,302,‘Happier Than Ever’ Review: Modern Pop Meets Classic Hollywood,,,Happier Than Ever:  A Love Letter  to Los Angeles,,,,By Teo Bugbee,,Happier Than Ever,Drama,Portuguese,Brazil
https://www.nytimes.com/2021/08/26/movies/together-review.html,Sharon Horgan and James McAvoy play a battling couple trapped in lockdown in this theatrical pandemic drama.,The New York Times,"subject: Movies;creative_works: Together (Movie);persons: Daldry, Stephen;persons: McAvoy, James;persons: Horgan, Sharon (1970- );",2021-08-26T11:00:06+0000,412,‘Together’ Review: Love and Loathing in London,,,Love and Loathing in a Blighted London,,,,By Jeannette Catsoulis,,Together,"Drama, Comedy",English,United Kingdom
https://www.nytimes.com/2021/08/05/movies/annette-review.html,"Adam Driver and Marion Cotillard are star-crossed lovers in this hallucinatory musical, written by Sparks and directed by Leos Carax.",The New York Times,"subject: Movies;persons: Carax, Leos;persons: Cotillard, Marion;persons: Driver, Adam;persons: Mael, Ron;persons: Mael, Russell;creative_works: Annette (Movie);organizations: Sparks (Music Group);",2021-08-05T11:00:07+0000,1069,‘Annette’ Review: Love Hurts,Critic’s Pick,,A Star Is Born. You Won’t Like Him.,,,,By A.O. Scott,,Annette,"Drama, Romance","English, French","Belgium, France, Germany, Greece, Japan, Mexico, Switzerland"
https://www.nytimes.com/2021/07/29/movies/resort-to-love-review.html,"In this romantic comedy, a woman reeling from a failed engagement and a flailing career escapes to a glamorous island resort.",The New York Times,"subject: Movies;persons: Milian, Christina;creative_works: Resort to Love (Movie);persons: Tsuchida, Steven;",2021-07-29T11:00:07+0000,310,‘Resort to Love’ Review: A Struggling Singer in Paradise,,,"Her Ex Returns, With His Bride-to-Be",,,,By Concepción de León,,Resort to Love,"Romance, Comedy",English,United States of America
https://www.nytimes.com/2021/07/14/movies/casanova-last-love-review-reappraising-a-philanderer.html,Benoît Jacquot’s erotic costume drama envisions the Italian playboy as a weathered sad sack living in exile.,The New York Times,"subject: Movies;persons: Jacquot, Benoit;creative_works: Casanova, Last Love (Movie);",2021-07-14T22:12:43+0000,312,"‘Casanova, Last Love’ Review: Reappraising a Philanderer",,,"Casanova, Last Love",,,,By Beatrice Loayza,,"Casanova, Last Love","Drama, Romance","English, French, German, Italian","Belgium, France, United States of America"
https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,Two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker Jan Philipp Weyl.,The New York Times,"subject: Movies;creative_works: Running Against the Wind (Movie);persons: Weyl, Jan Philipp;",2021-07-08T11:00:05+0000,342,‘Running Against the Wind’ Review: Love and Friendship in Addis Ababa,,,Running Against the Wind,,,,By Beatrice Loayza,,Running Against the Wind,Drama,Amharic,"Ethiopia, Germany"
https://www.nytimes.com/2021/06/03/movies/undine-review.html,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",The New York Times,"subject: Movies;persons: Petzold, Christian;persons: Rogowski, Franz;creative_works: Undine (Movie);persons: Beer, Paula (1995- );",2021-06-03T11:00:08+0000,535,‘Undine’ Review: Love In and Out of the Water,Critic’s Pick,,She’s Like a Sprite Out of Water,,,,By Glenn Kenny,,Undine,"Fantasy, Drama, Romance","English, German, Spanish","France, Germany"
https://www.nytimes.com/2021/05/20/movies/this-town-review.html,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,The New York Times,"subject: Movies;creative_works: This Town (Movie);persons: White, David (Director);",2021-05-20T20:19:17+0000,287,‘This Town’ Review: Love and Rifles,,,This Town,,,,By Devika Girish,,This Town,Comedy,English,New Zealand
https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"subject: Movies;persons: Papadimitropoulos, Argyris;persons: Stan, Sebastian;persons: Gough, Denise (1980- );creative_works: Monday (Movie);",2021-04-15T11:00:08+0000,349,‘Monday’ Review: A Year of Love and Its Hangovers,,,Monday,,,,By Glenn Kenny,,Monday,"Drama, Romance","English, Greek","Greece, United Kingdom, United States of America"
https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"After upending her life, a woman runs away with her longtime crush in this puzzling Japanese drama.",The New York Times,"subject: Movies;creative_works: Ride or Die (Movie);persons: Hiroki, Ryuichi;",2021-04-15T11:00:03+0000,338,‘Ride or Die’ Review: Killing for Love,,,This Is Somehow a Love That’s Worth Killing For,,,,By Natalia Winkelman,,Ride or Die,"Drama, Romance, Thriller","English, Japanese","Japan, United States of America"
https://www.nytimes.com/2021/03/18/movies/luz-review.html,"In this romantic drama from Jon Garcia, two men find love in prison, then try to make it work on the outside.",The New York Times,"subject: Movies;creative_works: Luz (Movie);persons: Garcia, Jon (1979- );",2021-03-18T11:00:08+0000,296,‘Luz’ Review: Love In and Out of Lockup,,,Luz,,,,By Teo Bugbee,,Luz,,,
https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"subject: Movies;creative_works: Happily (Movie);persons: Grabinski, BenDavid;",2021-03-18T11:00:06+0000,344,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,,,Happily,,,,By Glenn Kenny,,Happily,"Comedy, Romance, Science Fiction, Thriller",English,United States of America
https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"Ava DuVernay’s 2008 documentary, now streaming on Netflix, is a personal love letter to a slice of Los Angeles’s 1990s hip-hop scene.",The New York Times,"subject: Documentary Films and Programs;subject: Rap and Hip-Hop;persons: DuVernay, Ava;subject: Black People;subject: Blacks;glocations: California;glocations: Los Angeles (Calif);creative_works: This Is the Life (Movie);",2021-02-23T19:47:00+0000,470,‘This Is the Life’ Review: A Valuable Part of Hip-Hop History,Critic’s Pick,,A Love Letter to 1990s California Hip-Hop,,,,By Robert Daniels,,This Is the Life,"Documentary, Music",English,United States of America
https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"This final installment of the Netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",The New York Times,"subject: Movies;persons: Condor, Lana;persons: Fimognari, Michael;persons: Centineo, Noah;creative_works: To All the Boys: Always and Forever (Movie);",2021-02-12T02:00:03+0000,482,‘To All the Boys: Always and Forever’ Review: Love Sweet Love,,,A Rom-Com Sequel That May Cause Cavities,,,,By Maya Phillips,,To All the Boys: Always and Forever,"Romance, Comedy, Drama","English, Korean",United States of America
https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"subject: Movies;creative_works: Young Hearts (Movie);persons: Sherman, Sarah (Film Director);persons: Sherman, Zachary Ray (1984- );",2021-02-11T12:00:06+0000,324,‘Young Hearts’ Review: Movie Love by Algorithm,,,Young Hearts,,,,By Kristen Yoonsoo Kim,,Young Hearts,"Romance, Comedy",English,United States of America
https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"subject: Movies;creative_works: Little Fish (Movie);persons: Hartigan, Chad;",2021-02-04T12:00:06+0000,315,‘Little Fish’ Review: Do You Remember Love?,,,Little Fish,,,,By Kristen Yoonsoo Kim,,Little Fish,"Romance, Science Fiction, Drama",English,"Canada, United States of America"
https://www.nytimes.com/2021/01/21/movies/atlantis-review-a-bleak-apocalypse-love-story.html,"Ukraine’s official Oscar entry, the movie depicts an all-too-convincing dystopia, with no fancy gadgets or cars.",The New York Times,"subject: Movies;creative_works: Atlantis (Movie);persons: Vasyanovych, Valentyn;",2021-01-21T12:00:06+0000,320,‘Atlantis’ Review: A Bleak Apocalypse Love Story,Critic’s Pick,,Atlantis,,,,By Glenn Kenny,,Atlantis,"Music, Documentary",French,"France, Italy"
https://www.nytimes.com/2020/12/24/movies/review-your-name-engraved-herein.html,The filmmaker Patrick Liu keeps the focus on the two young men in this Taiwanese drama and blurs the rest.,The New York Times,"subject: Movies;glocations: Taiwan;persons: Liu, Patrick (Filmmaker);creative_works: Your Name Engraved Herein (Movie);",2020-12-24T12:00:06+0000,295,‘Your Name Engraved Herein’ Review: When Love Is All You Can See,,,Your Name Engraved Herein,,,,By Teo Bugbee,,Your Name Engraved Herein,"Romance, Drama","Mandarin, English","Taiwan, United States of America"
https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"subject: Documentary Films and Programs;subject: Art;creative_works: Museum Town (Movie);persons: Trainer, Jennifer;organizations: Massachusetts Museum of Contemporary Art;subject: Museums;glocations: North Adams (Mass);",2020-12-17T15:49:52+0000,280,‘Museum Town’ Review: A Love Letter to Mass MoCA,,,Museum Town,,,,By Lovia Gyarkye,,Museum Town,Documentary,English,United States of America
https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"subject: Movies;persons: Shanley, John Patrick;persons: Blunt, Emily;persons: Dornan, Jamie;creative_works: Outside Mullingar (Play);creative_works: Wild Mountain Thyme (Movie);",2020-12-10T12:00:04+0000,341,‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,,,Wild Mountain Thyme,,,,By Glenn Kenny,,Wild Mountain Thyme,"Romance, Drama",English,"Ireland, United Kingdom"
https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"subject: Documentary Films and Programs;creative_works: My Psychedelic Love Story (Movie);persons: Harcourt-Smith, Joanna (1946-2020);persons: Morris, Errol;subject: LSD (Lysergic Acid Diethylamide);subject: Content Type: Personal Profile;",2020-11-26T12:00:05+0000,599,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,Critic’s Pick,,Acid and Romance: On the Run With Timothy Leary,,,,By Glenn Kenny,,My Psychedelic Love Story,Documentary,English,United States of America
https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"subject: Documentary Films and Programs;subject: Rap and Hip-Hop;persons: Gandhi, Vikram;persons: 6ix9ine (Rapper);creative_works: 69: The Saga of Danny Hernandez (Movie);",2020-11-17T19:07:20+0000,363,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,,,"Loved in Hip-Hop, but Loathed in the End",,,,By Calum Marsh,,69: The Saga of Danny Hernandez,"Music, Documentary",English,United States of America
https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"subject: Movies;persons: Ronan, Saoirse;persons: Winslet, Kate;persons: Lee, Francis (1969- );creative_works: Ammonite (Movie);",2020-11-12T12:00:04+0000,510,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,,Love on the Rocks,,,,By Jeannette Catsoulis,,Ammonite,"Romance, Drama",English,United Kingdom
https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"persons: Matthews, Michael (Film Director);subject: Movies;creative_works: Love and Monsters (Movie);",2020-10-15T11:00:07+0000,284,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,,,Love and Monsters,,,,By Lovia Gyarkye,,Love and Monsters,"Comedy, Action, Adventure, Science Fiction",English,United States of America
https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"With the help of her father, the documentary filmmaker Kirsten Johnson made a surprising, endearing movie about his death.",The New York Times,"creative_works: Dick Johnson Is Dead (Movie);subject: Documentary Films and Programs;persons: Johnson, Kirsten (1965- );creative_works: Cameraperson (Movie);subject: Death and Dying;",2020-10-01T11:00:08+0000,816,"‘Dick Johnson Is Dead’ Review: A Father’s Painful, Funny Goodbye",Critic’s pick,,A Love Letter Delivered Along With a Death Notice,,,,By Manohla Dargis,,Dick Johnson Is Dead,Documentary,English,United States of America
https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"subject: Movies;persons: Cook, Rachael Leigh;persons: Wayans, Damon Jr;persons: Johnson, Mark Steven;creative_works: Love, Guaranteed (Movie);",2020-09-03T07:01:05+0000,343,"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",,,"Love, Guaranteed",,,,By Natalia Winkelman,,"Love, Guaranteed","Romance, Comedy",English,United States of America
https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"subject: Movies;persons: Carson, Sofia (1993- );persons: Down, Elissa (1975- );creative_works: Feel the Beat (Movie);",2020-06-19T07:01:02+0000,253,‘Feel the Beat’ Review: Tough Love in the Dance Studio,,,A Young Troupe Needs Some Ballet Tough Love,,,,By Natalia Winkelman,,Feel the Beat,"Comedy, Music, Drama","English, Turkish","Canada, United States of America"
https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"subject: Movies;creative_works: Babyteeth (Movie);persons: Murphy, Shannon (Film Director);persons: Scanlen, Eliza;persons: Wallace, Toby (1996- );",2020-06-18T16:31:36+0000,517,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",,,"Love Means Never Having, Well, You Know",,,,By Manohla Dargis,,Babyteeth,"Drama, Comedy, Romance",English,Australia
https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"subject: Documentary Films and Programs;subject: Scripps National Spelling Bee;persons: Rega, Sam;creative_works: Spelling the Dream (Movie);subject: Spelling;organizations: Netflix Inc;",2020-06-03T12:44:10+0000,296,‘Spelling the Dream’ Review: Words of Inspiration,,,Love of Language Spells Success,,,,By Bilal Qureshi,,Spelling the Dream,Documentary,English,United States of America
https://www.nytimes.com/2020/04/29/movies/a-secret-love-review.html,"This tender film explores the partnership between two women who lived, in public and to kin, as dear friends for six decades.",The New York Times,"subject: Documentary Films and Programs;subject: Homosexuality and Bisexuality;persons: Bolan, Chris (Filmmaker);creative_works: A Secret Love (Movie);",2020-04-29T07:01:02+0000,309,‘A Secret Love’ Review: A Lesbian Couple’s Enduring Affection,,,Making a Haven of Their Own,,,,By Natalia Winkelman,,A Secret Love,Documentary,English,United States of America
